Unique Key,Created Date,Closed Date,Agency Name,Complaint Type,Location Type,Incident Zip,Street Name,City,Status,Community Board,Borough
21564050,09/29/2011 12:00 AM,09/30/2011 12:00 AM,Department of Transportation,Street Condition,,10018,6 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21564205,10-01-2011 0:00,10-03-2011 0:00,Department of Transportation,Street Condition,Street,10028,SECOND AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21564206,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10022,EAST 51 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21564061,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10011,WEST 17 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21564290,10-01-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10017,EAST 44 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21564302,10-01-2011 0:00,10-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10014,GROVE STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21563997,10-01-2011 0:00,10-01-2011 0:00,Department of Transportation,Street Condition,,10019,WEST 56 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21564024,10-01-2011 0:00,10-05-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10023,WEST 64 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21564025,10-01-2011 0:00,10-05-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10023,WEST 64 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21563404,10-01-2011 0:00,10-03-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10018,6 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21563405,10-01-2011 0:00,10-03-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10029,EAST 116 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21563700,10-01-2011 0:00,10-03-2011 0:00,Taxi and Limousine Commission,Taxi Complaint,,10003,5 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21563589,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10011,WEST 23 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21563594,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10014,CHRISTOPHER STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21563779,10-01-2011 0:00,10-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10014,GROVE STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21568367,10-03-2011 0:00,10/13/2011 12:00 AM,Department of Transportation,Sidewalk Condition,Sidewalk,10025,WEST 104 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21568369,10-03-2011 0:00,10-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10011,WEST 13 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21568379,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10012,LAGUARDIA PLACE,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21568559,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10024,WEST END AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21566284,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10017,5 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21566285,10-02-2011 0:00,10-07-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10036,WEST 45 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21567559,10-02-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,ST NICHOLAS PLACE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21567565,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10031,WEST 135 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21564400,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10012,WEST BROADWAY,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21564407,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10014,WEST 11 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21564506,10-02-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10023,WEST 65 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21564655,10-02-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10027,WEST 124 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21564662,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10017,5 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21560736,10-01-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Noise,,10025,MANHATTAN AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21560696,09/30/2011 12:00 AM,10-04-2011 0:00,Department of Buildings,Elevator,,10016,EAST 30 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21560697,10-01-2011 0:00,10-03-2011 0:00,Department of Buildings,General Construction/Plumbing,,10027,8 AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21560698,10-01-2011 0:00,10-03-2011 0:00,Department of Buildings,General Construction/Plumbing,,10033,WEST 184 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21561020,10-01-2011 0:00,10-01-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10002,BROOME STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21561022,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10033,AUDUBON AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21561041,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10075,EAST 80 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21561074,10-01-2011 0:00,10-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10017,EAST 47 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21561081,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10019,WEST 55 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21560911,10-01-2011 0:00,10-05-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10029,3 AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21560921,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10022,EAST 53 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21560925,10-01-2011 0:00,10-01-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10009,1 AVENUE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21560937,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Noise - House of Worship,House of Worship,10037,LENOX AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21562008,10-01-2011 0:00,10-01-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10031,AMSTERDAM AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21562009,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10032,WEST 172 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21562111,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10002,CHRYSTIE STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21562114,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10003,EAST 14 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21561646,10-01-2011 0:00,10/17/2011 12:00 AM,Department of Consumer Affairs,Consumer Complaint,,10001,WEST 29 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21561538,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10014,7 AVENUE SOUTH,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21561553,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10027,LENOX AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21561110,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10009,EAST 11 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21563313,10-01-2011 0:00,10-08-2011 0:00,Department of Environmental Protection,Noise,,10006,GREENWICH STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21563371,10-01-2011 0:00,10-08-2011 0:00,Department of Environmental Protection,Noise,,10027,WEST 129 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21562786,10-01-2011 0:00,10-03-2011 0:00,Department of Environmental Protection,Air Quality,,10014,WEST 10 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21562730,10-01-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10029,2 AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21562732,10-01-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10014,WEST 11 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21562752,10-01-2011 0:00,10-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10022,EAST 52 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21562775,10-01-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10034,SEAMAN AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21562755,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10002,ELDRIDGE STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21562878,10-01-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10014,WEST 11 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21562941,10-01-2011 0:00,10-03-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10065,2 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21563021,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,AVENUE B,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21563130,10-01-2011 0:00,10-01-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10014,WEST 4 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21563140,10-01-2011 0:00,10-05-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10010,WEST 21 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21563142,10-01-2011 0:00,10-03-2011 0:00,Taxi and Limousine Commission,Taxi Complaint,,10002,LUDLOW STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21563024,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10031,WEST 136 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21563109,10-01-2011 0:00,10-05-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10034,BROADWAY,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21563113,10-01-2011 0:00,10-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10065,EAST 65 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21562839,10-01-2011 0:00,10-02-2011 0:00,Department of Environmental Protection,Sewer,,10035,EAST 122 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21562849,10-01-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Noise,,10065,EAST   63 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21564648,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10003,SAINT MARKS PLACE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21564846,10-02-2011 0:00,10-03-2011 0:00,Department of Environmental Protection,Air Quality,,10040,FT WASHINGTON AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21564814,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,ST NICHOLAS AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21564861,10-02-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Litter Basket / Request,Sidewalk,10003,EAST 14 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21565018,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10021,1 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21565603,10-02-2011 0:00,10-02-2011 0:00,Department of Environmental Protection,Hazardous Materials,,10016,EAST 32 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21565861,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Panhandling,Store/Commercial,10011,WEST 22 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21565864,10-02-2011 0:00,10-03-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10039,8 AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21565866,10-02-2011 0:00,10-11-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10014,7 AVENUE SOUTH,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21565885,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,1 AVENUE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21560106,10-01-2011 0:00,10-01-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10019,WEST 54 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21560117,10-01-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10016,EAST 36 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21560175,10-01-2011 0:00,10-03-2011 0:00,Department of Environmental Protection,Noise,,10023,WEST 72 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21560182,10-01-2011 0:00,10-01-2011 0:00,Department of Environmental Protection,Industrial Waste,,10013,FRANKLIN STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21565511,10-02-2011 0:00,10-11-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10016,EAST 31 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21566832,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10031,WEST 141 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21566833,10-02-2011 0:00,10-06-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10024,WEST 90 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21566558,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,JACOBUS PLACE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21566709,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Disorderly Youth,Residential Building/House,10032,FORT WASHINGTON AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21566604,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10023,WEST 71 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21566609,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10024,BROADWAY,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21566959,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,ST MARKS PLACE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21566855,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10017,LEXINGTON AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21566859,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10016,1 AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21559394,09/30/2011 12:00 AM,10-04-2011 0:00,Department of Environmental Protection,Noise,,10021,EAST 72 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21559464,09/30/2011 12:00 AM,10-01-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10024,WEST 82 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21559404,09/30/2011 12:00 AM,10-03-2011 0:00,Department of Environmental Protection,Noise,,10016,EAST 27 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21559416,09/30/2011 12:00 AM,09/30/2011 12:00 AM,Department of Environmental Protection,Hazardous Materials,,10002,NORFOLK STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21566044,10-02-2011 0:00,10-07-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10014,KING STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21566123,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,ST MARKS PLACE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21566135,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10006,LIBERTY PLAZA,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21566053,10-02-2011 0:00,10-03-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10009,AVENUE B,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21566061,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,WEST 184 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21567990,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Street Condition,Street,10004,STONE STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21567991,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Street Condition,Street,10007,BARCLAY STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21568350,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10023,COLUMBUS AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21567912,10-03-2011 0:00,10-03-2011 0:00,Department of Buildings,General Construction/Plumbing,,10014,BEDFORD STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21567913,10-03-2011 0:00,10-03-2011 0:00,BCC - Manhattan,Sanitation Condition,Sidewalk,10031,RIVERSIDE DRIVE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21567914,10-03-2011 0:00,10-05-2011 0:00,Department of Buildings,Investigations and Discipline (IAD),,10019,WEST 49 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21567690,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,AMSTERDAM AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21567663,10-03-2011 0:00,10-03-2011 0:00,Department of Transportation,Street Condition,Street,10282,WARREN STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21567715,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10065,3 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21567719,10-03-2011 0:00,10-04-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10009,AVENUE A,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21567721,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 111 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21567723,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10035,MADISON AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21568249,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10021,EAST 75 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21568271,10-03-2011 0:00,10-05-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10002,ALLEN STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21568274,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10026,CENTRAL PARK NORTH,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21569213,10-03-2011 0:00,10-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10035,LEXINGTON AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21569218,10-03-2011 0:00,10-03-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10021,EAST 72 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21568980,10-03-2011 0:00,10-04-2011 0:00,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,Sidewalk,10032,WEST 157 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21570356,10-03-2011 0:00,10-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,Street Address,10016,PARK AVENUE SOUTH,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21570360,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Park,Park/Playground,10038,BROADWAY,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21570373,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10025,BROADWAY,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21570375,10-04-2011 0:00,10-04-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10007,CHURCH STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21570382,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10013,MULBERRY STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21569309,10-03-2011 0:00,10/13/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10019,WEST 55 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21569944,10-03-2011 0:00,10-06-2011 0:00,Department of Buildings,Electrical,,10013,BROOME STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21569945,10-03-2011 0:00,10-03-2011 0:00,Department of Buildings,Plumbing,,10018,6 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21569947,10-03-2011 0:00,10-06-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10065,MADISON AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21569950,10-03-2011 0:00,10-03-2011 0:00,Department of Buildings,Building/Use,,10034,10 AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21569952,10-03-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10011,WEST 13 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21569860,10-03-2011 0:00,10-07-2011 0:00,Department of Environmental Protection,Noise,,10006,WEST STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21570248,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Park,Park/Playground,10006,BROADWAY,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21570567,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10032,WEST 164 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21570570,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10014,GREENWICH STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21570769,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10032,WEST 164 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21570610,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,WADSWORTH AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21570797,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10027,WEST 129 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21570802,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,CONVENT AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21570806,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10035,EAST 122 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21570654,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10040,BROADWAY,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21570520,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10040,BROADWAY,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21570661,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10016,3 AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21570666,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 105 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21570719,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10010,EAST 23 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21567601,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Disorderly Youth,Residential Building/House,10031,WEST 141 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21567487,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10021,SECOND AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21567527,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10006,LIBERTY PLAZA,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
